id,predicted_price
2591820310,171200.19908806373
7974200820,348853.3521108149
7701450110,330612.38877145224
9522300010,394629.8126039896
9510861140,316063.8274823498
1761300310,138930.73680717088
7732410120,328768.76198172854
7010701383,319930.81540130405
291310170,244146.9661113331
4232901990,362678.2679045395
6840701125,363273.3141784661
3971700580,238861.05712160564
4202400078,165557.25939587702
6064800090,206139.14533026118
2626119028,186697.2736940578
3303980660,245412.24861400053
862000020,467032.1396389883
2386000070,299829.6950253364
1138000450,215132.63845385125
1775800420,262145.2396673792
2291401425,213353.1957180011
2025770560,194625.4744898845
3525069037,300166.8874774512
9324800450,235876.65292057727
8080400136,329479.5913369545
8651540040,247403.0574934952
9407001790,150391.63212201462
1773101530,183198.80533915228
9432900250,181713.1692669805
1794500695,405153.7780230909
2220069003,170407.94321674545
923000120,262881.5243739618
5728000060,298898.16301860515
16000200,135038.51253875467
1926059094,222206.18130005168
6672900220,371084.4830276931
3629860060,322895.90547898435
1822069109,147333.45872259795
6675500105,223877.24990398338
249000180,592061.0092760255
226059065,215051.08771913496
396100110,208498.26883461056
9264450460,155915.64974306955
7853361210,204512.7012102401
9474700020,173364.91579975947
421000455,159225.826005095
3755200220,240327.73178448394
7960100075,300120.1548430445
9477100490,250236.028652857
9138100350,406116.55543197336
1624049275,227187.56875332168
2770606890,267758.85678065004
1157200189,174070.08039676456
2770601800,290871.54533305473
9301300805,380016.72431251366
2325069032,333861.66598488257
1021079099,161783.50756320424
7215730040,298977.47127726406
1853200080,258596.92420146722
3224600340,284506.92332241434
3222049120,198962.8772747501
2113700025,162573.63109112246
7893207925,138049.1511921743
3586501085,228981.44750627462
8024200010,233062.856322797
7116500705,115189.60652354645
1598600209,131300.5708290508
7204200025,352221.9843926515
4206901505,345503.5509457148
2937300440,317257.66746176465
7205000180,155706.32613540872
8718500665,220853.2876890322
5318101765,517598.5644514739
4122700020,451940.3677483649
8078700020,244440.42590573936
3303980680,280459.1723274823
8924100372,421802.75975708425
2781270210,173687.2009376145
519000043,301919.0445433084
3225069301,315018.23412174516
151000075,401257.89130345907
2297400020,234283.9914958901
6617500085,310706.12275152205
104510180,147780.63423233238
3528900060,398014.98361084465
3345100286,210246.7354636879
1226039130,226312.79894996248
8712100720,373965.9054440038
3037200010,301064.9108502571
3626039268,244737.28836798042
104510230,140983.07952947446
5112800060,155343.0569959592
6072400280,278436.6356130368
5317100570,501210.91209996335
9528102993,312324.98293125135
2919201095,307062.3770767066
6181400920,140108.00571865283
185000161,113327.8535847745
8691400010,325197.286771428
3345700165,182324.56881326347
6151800486,126067.79293271585
4340000080,650302.9102884798
4136960010,208386.01803306703
3634100030,178311.81069813142
1624059224,286210.2232791294
2788400090,122748.24488850901
9828200762,279554.4323853974
7524400250,267810.18822390906
3528000290,309653.1577308647
5700003630,374510.0388899854
2720069019,164662.707342133
7227501170,148822.98443768156
2397101270,396372.14379188465
6792100090,316295.4549826574
2770602265,354060.4822933005
3971700937,203834.10234987925
422049203,134385.37653808558
3076500830,239543.98249408478
1423400260,168459.2345475661
9161100795,322779.03898705175
3126049052,255636.44608941802
5100401468,264914.5272923997
514500235,251972.81542076028
1423200170,133711.05086294693
1402100070,169734.0399158375
624110020,261689.31878089477
2407000145,122505.00214437181
1890000225,338728.02671380056
1320069271,156644.9528100283
5490700085,200786.536856581
263000155,277350.701447115
3726800201,256354.16527257752
5153200358,130856.71208377574
2725079018,291455.19237327896
7165700200,157944.04154549577
9429000170,270234.67257338006
8718500075,253998.59705332317
1760650950,180493.59875364762
1068000559,387340.89248835284
4113800500,292333.51783656416
4077800507,254922.64797753433
2725069150,302760.4934928683
4008400035,187225.65740416577
7016310270,233440.69977913913
1432701230,139394.2384475275
3278606050,232336.003123567
2473350710,160693.14032742937
2185000685,143816.9512157124
7792000025,141118.6363983112
6868200029,237132.5250307533
624069003,308328.73983892106
7431500280,316088.5268157178
3296000040,270348.41778500355
1118001215,477699.61319073214
6453900040,260759.02053039454
333100209,299711.46864750417
34001765,312540.6064291013
8946700100,184689.67456814088
5561401210,193763.169363937
6671900095,257833.7203715167
3275850020,316009.3737277064
3876300600,223491.74079889705
1450900020,149243.7271449912
8562780280,217000.57303186055
7663700973,248253.39936556533
2126049032,261086.50257428983
1823059159,148200.21063408357
3438503426,199727.59053908626
9297301495,255417.72346398814
7140700850,178335.31060757188
7942601805,323718.1633787869
2555900030,215121.5471549456
2887970040,166146.1514861436
7419700010,281091.29959333554
2239000011,230763.70183293108
9283800050,153278.32529972537
9407001340,169606.86332547056
217500140,228114.4252065869
7212660520,143710.30022518948
3298201170,246145.76652351292
3057000400,225053.33164027566
6865200444,340076.3096118994
6071600340,236091.77158155115
6821600005,357583.9051027867
1235100371,289522.08441633225
7796450340,151409.90054912856
3603000410,123872.63131126072
9297300255,258140.1202664697
9126100850,272705.81937992375
2770601462,302529.039482731
2599001500,136829.02742201503
1102000095,256071.66577298648
1853080640,342552.4499312826
9551201585,473625.754499101
3438500796,244723.65564853715
7518504291,304959.2959544732
9269200340,222666.37401341615
715010130,381389.7922956106
1982201485,310967.4160456275
9526500080,203550.02755919105
9277200180,283442.8876916418
6669150280,161420.7184061753
8917100153,246602.81103848692
3760500516,293150.6513875544
2725069050,318056.48241952946
3332000091,243707.68730345942
8562770080,252812.97446282874
8151601190,139898.0909924428
8563040160,281898.30927214265
240000269,208855.60277374537
4307350200,149160.79957657683
1311910300,132172.7002838134
3574900030,273449.051342912
7853230570,184957.0377537629
320069049,198714.73936401575
9839301060,333485.0269019984
7011201333,396379.5965107956
2781320100,154772.38092394258
3421069120,170503.50489292384
7852030320,197563.30650028083
5316101075,558445.6505583116
5309100750,325116.0765923773
629000730,369821.3320550896
511700170,179404.86205246014
1562100030,276616.9685816657
2489200230,348578.0589626607
524069116,239384.32587029607
5315100737,436663.8157507355
1868900675,365262.32177539467
1608000120,161819.78949427285
705700240,178330.4392736848
7575600610,159822.1881417858
1778500015,383976.35473799356
5423500240,121114.69438011535
6713700025,232456.3714912285
2734100734,184553.8638981726
301402280,162350.94999955155
2113700205,141988.2586999017
4114601570,481591.0522559035
3332000615,215600.9659569012
3630050180,238891.86048200607
6852700520,385931.1474001153
6870310010,284853.8092432277
6163900981,210718.08270404456
393000142,173525.01288018015
1771100130,246233.42631465127
1442860160,189361.4687297484
9191200435,325766.51449440623
6788200800,455958.7864978807
1115300070,240014.85930620867
3176600105,353981.5622997734
2770604665,336912.58369315707
5469500580,194762.00613010686
5680000545,240501.65448407532
3424089119,184260.61398618322
1328300180,163349.04929179873
1773100922,223429.30394337542
4123830480,166432.5562446567
9808610190,504997.0227872542
4250200140,146779.48339471561
4217402115,699620.8087122302
3831250350,212465.2941315479
2397101055,395963.7517296803
6817850110,323031.4275295436
7526800200,260218.45419974803
7853370100,277457.9369516243
2523089025,252859.0077775578
9476200680,166985.92906828885
5714200140,205672.3644034427
3575304895,257343.6524885708
263000018,274207.1034954009
8080400177,301917.19362967595
6450304130,221314.84334439944
514500090,288515.63626893435
9477000300,245472.98133428776
853600310,295212.1015546701
1951600240,119009.13104062568
1099900120,173934.13400029243
5323100120,290070.74227495486
1223089016,160864.04858789494
522059172,133133.44764199952
1930300190,357447.3601630092
9542840410,157270.21863818806
8665050530,255159.99840243996
5592900205,251136.2260568418
5450300010,337665.2806379442
2459960030,160951.74037193123
3331500455,286653.14742173254
3432500705,229174.27141284203
3702900165,250030.87983133362
5249803550,304201.9908531785
626049058,245046.81077356814
1788900380,126311.97107235286
8075400360,123158.54637427989
9113200250,348248.4208165317
2738640040,286251.85240563937
7821200307,388552.0797189282
3530440140,165412.1300949385
3582700130,259389.76063076724
9276200569,272693.29350910394
7197800020,300238.9066550258
686200490,274206.03529276256
3501600100,287053.49197729747
6383000690,322906.73837833677
7604400150,257626.38680781933
5249801411,275676.08197235584
2607720420,196264.52977218886
9561100010,212851.93444373994
1796370590,161933.1747646727
4077800593,219368.23239325816
854000165,140099.17754829949
5536100010,407893.30967175955
4188000670,286840.7190391426
31000165,517282.9713119132
662350050,313092.8077213196
4137000280,155618.91620989327
6169901130,404944.3036869723
1953400510,132256.37721869446
7518506716,392833.2029764875
1552520010,217669.11987384377
7955080270,159037.93222610335
9212900100,326132.60219787
3438500798,203209.2939883899
7899800890,167143.93741962008
4319200605,262051.52383190545
1329300480,169997.24537907122
8935100100,350177.55862546497
5016001260,319982.56922184955
4337600280,141675.7921706682
1446401220,126049.0346334565
7135521530,232999.80410496157
6888900115,208183.33449925328
2413301070,146163.2875552938
345700040,174237.22130231222
5566100145,257813.9407352878
7634800070,183574.6892537898
9346910500,295111.30483968585
3529300060,164197.98464456573
8128600060,276244.4032535654
8572900275,132671.91683770745
4139420590,316107.4807497173
9274200322,296815.76729375875
1472700200,307589.25682008214
8820903380,254711.04389460103
8563010130,352485.06809440424
8965450110,284987.95657177723
9274204230,265449.00366993283
8165501700,233288.06367317867
2193340260,271563.38726730377
1860600290,359019.08008773136
1222000055,119368.7187957395
2492200280,250561.42487494188
2488200455,247366.65833881765
809001520,365616.84295694955
1796361140,149219.88256983543
6398000011,273193.48245761957
6813600365,326570.51725442003
7504100920,297597.7559027863
8835770330,207289.3525468688
524059322,523514.37078288064
4307330280,150368.77562563
1245002952,414231.654916829
2021069059,148767.4085125062
5700000595,338010.11884693557
3629970930,299946.706803305
3336002215,161951.74441161798
5100401060,276888.7295017351
3278600750,227704.8117289534
1126069045,268829.46944075223
7568700175,216079.96649026344
452001475,322750.1700994448
9283800230,151645.32843318925
1737300130,214443.0515691737
6189600040,279114.1617058923
3679400025,261252.97043621793
1096100010,210230.72984249206
9513900050,146953.52480426815
5452800645,265993.0665986083
273800100,134712.58890739654
7228500037,375002.9452533087
808300090,224955.89586566985
2493200215,294860.84257782577
5035300255,330760.2024231966
3380900160,261651.38344603629
3630000130,250270.68979744668
7300400670,161237.97137190792
6798100070,239948.66423971014
8078400010,257651.22134326716
5566100060,269766.04750764085
2768200212,333532.8806034359
4035900060,249840.20944459434
9460000110,128857.16004509732
7199320190,232403.99352966947
2225039081,285871.3134598571
9512200050,214995.9901895551
2634500085,208790.92237794554
3654800200,163278.1406904285
2724079090,365836.0848841579
2597520720,277821.3110762867
3034200426,231966.35781854464
984000130,162683.48793637013
7852020670,231182.45525142204
7923500060,283507.15683577146
2310030510,173536.94139342196
2205500540,249922.91554269174
2493200015,231924.63534466052
7853361420,207689.47853543394
5652600605,256527.9810021699
5285200020,174744.47807791262
9406530150,166633.72593485037
5706300020,246554.2685756137
3278602490,220234.9522405813
7197000100,263615.6393901211
4447300008,277100.6916243895
7899800045,150865.47500617005
9250900095,211739.59629489962
9268851740,253559.25451474544
8682261440,246620.15901328198
7284900385,329713.9059812622
8079040300,186655.50929393535
2225300585,227245.29903158918
3223039013,220913.66727977784
2013801350,169621.0374250571
4055701110,305696.1570279257
3578401770,284100.3810041767
4046500720,241386.7235513044
6145601745,289901.12334590586
5207200195,294625.36380988365
1972201856,339463.0157202789
7212680080,140826.79007187494
7277100510,306194.06120314804
522079022,181779.01462221087
5605000440,370736.9514724198
6632300230,226721.29712525854
8815400165,356310.8572841526
6708200320,219844.84740021726
2426059076,263149.1007771266
3260200200,276744.5782459805
2770601741,290464.9020505815
4338800500,137835.11081959712
9201000320,346860.1759614526
7655900038,214874.55393515018
3625059140,265549.0093409625
4222310010,119168.68996372276
2114700115,184780.19861870154
3291800710,153098.028716314
9406590010,187938.72911689445
3025059124,655982.481128563
7972601250,171456.79902729508
930000470,340388.3296057444
6690500060,290193.31131599
16000015,133121.37544732774
5693501102,327308.9351420252
8079040490,186661.15847991375
7225000155,156935.64382365963
8819900170,356052.6984998755
7972601270,157237.307344725
1224069074,311334.4613005824
5126900321,143767.93354914786
3438501860,195361.44423454278
2822069080,162624.1952601461
1656600310,204156.4021386354
3856900507,378138.3485265201
1626069139,211996.32148318473
2524049257,305278.0086880723
3904960150,272188.0656133042
7214820610,207843.6822095035
7977201845,301493.8454309476
2428100080,344220.53017059766
2202500135,226792.83917499357
1523550220,314792.97202257585
2313900610,279482.5475997583
4123840050,164311.46859971204
2125059124,358075.4699965424
1225039067,357353.2480475747
6431500283,275151.8924983267
2473380010,175734.9064173546
5694501195,343083.8289866337
2881700046,209363.36866456296
6837820330,168234.03163145296
2337300370,124319.1038494897
3876540630,142948.67267093042
626059317,215445.19310859902
3374500520,157541.43618582797
